Code,Description,Category,Label,Type,Weight,MDC,Post Acute,Special Pay,LOS Mean,Geo LOS Mean
726,BENIGN PROSTATIC HYPERTROPHY WITHOUT MCC,BENIGN PROSTATIC HYPERTROPHY,NO MCC,MED,0.7716,12,No,No,3.1,2.5
727,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITH MCC,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM,MCC,MED,1.4368,12,No,No,5.9,4.6
728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM,NO MCC,MED,0.8217,12,No,No,3.6,2.9
729,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITH CC/MCC,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES,Both,MED,1.0778,12,No,No,4.5,3.3
730,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES,None,MED,0.6558,12,No,No,2.4,2.0
734,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITH CC/MCC","PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY",Both,SURG,2.1852,13,No,No,4.8,3.4
735,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITHOUT CC/MCC","PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY",None,SURG,1.2722,13,No,No,2.0,1.7
736,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH MCC,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY,MCC,SURG,4.2652,13,No,No,10.6,8.0
737,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY,CC,SURG,2.0235,13,No,No,4.7,4.0
738,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITHOUT CC/MCC,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY,None,SURG,1.4038,13,No,No,2.6,2.3
739,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH MCC,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY,MCC,SURG,3.9023,13,No,No,9.5,6.5
740,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY,CC,SURG,1.8024,13,No,No,3.5,2.7
741,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITHOUT CC/MCC,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY,None,SURG,1.3129,13,No,No,1.9,1.6
742,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY,Both,SURG,1.8021,13,No,No,3.9,2.8
743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY,None,SURG,1.1706,13,No,No,1.8,1.6
744,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITH CC/MCC","D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION",Both,SURG,1.8983,13,No,No,6.2,4.4
745,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITHOUT CC/MCC","D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION",None,SURG,1.1508,13,No,No,2.5,2.0
746,"VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC","VAGINA, CERVIX AND VULVA PROCEDURES",Both,SURG,1.5634,13,No,No,4.9,3.3
747,"VAGINA, CERVIX AND VULVA PROCEDURES WITHOUT CC/MCC","VAGINA, CERVIX AND VULVA PROCEDURES",None,SURG,0.9786,13,No,No,1.9,1.5
748,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,Others,SURG,1.4172,13,No,No,2.0,1.5
749,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITH CC/MCC,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES,Both,SURG,2.5262,13,No,No,7.3,5.3
750,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES,None,SURG,1.4270,13,No,No,3.1,2.1
754,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH MCC","MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM",MCC,MED,1.7369,13,No,No,6.6,4.8
755,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC","MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM",CC,MED,1.0811,13,No,No,4.2,3.1
756,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC","MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM",None,MED,0.9968,13,No,No,2.4,2.1
757,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH MCC","INFECTIONS, FEMALE REPRODUCTIVE SYSTEM",MCC,MED,1.3722,13,No,No,6.0,4.7
758,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH CC","INFECTIONS, FEMALE REPRODUCTIVE SYSTEM",CC,MED,0.9555,13,No,No,4.4,3.5
759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC","INFECTIONS, FEMALE REPRODUCTIVE SYSTEM",None,MED,0.6204,13,No,No,3.0,2.5
760,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITH CC/MCC,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS,Both,MED,0.9666,13,No,No,3.5,2.6
761,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITHOUT CC/MCC,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS,None,MED,0.5657,13,No,No,1.8,1.5
768,VAGINAL DELIVERY WITH O.R. PROCEDURES EXCEPT STERILIZATION AND/OR D&C,VAGINAL DELIVERY WITH O.R. PROCEDURES EXCEPT STERILIZATION AND/OR D&C,Others,SURG,1.1468,14,No,No,3.8,2.8
769,POSTPARTUM AND POST ABORTION DIAGNOSES WITH O.R. PROCEDURES,POSTPARTUM AND POST ABORTION DIAGNOSES WITH O.R. PROCEDURES,Others,SURG,1.6613,14,No,No,4.3,2.9
770,"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY","ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",Others,SURG,0.8658,14,No,No,2.1,1.6
776,POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT O.R. PROCEDURES,POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT O.R. PROCEDURES,Others,MED,0.6971,14,No,No,2.8,2.2
779,ABORTION WITHOUT D&C,ABORTION WITHOUT D&C,Others,MED,1.0186,14,No,No,3.0,2.2
783,CESAREAN SECTION WITH STERILIZATION WITH MCC,CESAREAN SECTION WITH STERILIZATION,MCC,SURG,1.9297,14,No,No,8.0,4.7
784,CESAREAN SECTION WITH STERILIZATION WITH CC,CESAREAN SECTION WITH STERILIZATION,CC,SURG,1.0440,14,No,No,3.8,3.1
785,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,CESAREAN SECTION WITH STERILIZATION,None,SURG,0.9121,14,No,No,2.9,2.6
786,CESAREAN SECTION WITHOUT STERILIZATION WITH MCC,CESAREAN SECTION WITHOUT STERILIZATION,MCC,SURG,1.6150,14,No,No,5.9,4.2
787,CESAREAN SECTION WITHOUT STERILIZATION WITH CC,CESAREAN SECTION WITHOUT STERILIZATION,CC,SURG,1.0653,14,No,No,3.9,3.2
788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,CESAREAN SECTION WITHOUT STERILIZATION,None,SURG,0.8724,14,No,No,3.0,2.7
789,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY","NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",Others,MED,1.8258,15,No,No,1.8,1.8
790,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE","EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",Others,MED,6.0211,15,No,No,17.9,17.9
791,PREMATURITY WITH MAJOR PROBLEMS,PREMATURITY WITH MAJOR PROBLEMS,Others,MED,4.1121,15,No,No,13.3,13.3
792,PREMATURITY WITHOUT MAJOR PROBLEMS,PREMATURITY WITHOUT MAJOR PROBLEMS,Others,MED,2.4812,15,No,No,8.6,8.6
793,FULL TERM NEONATE WITH MAJOR PROBLEMS,FULL TERM NEONATE WITH MAJOR PROBLEMS,Others,MED,4.2240,15,No,No,4.7,4.7
794,NEONATE WITH OTHER SIGNIFICANT PROBLEMS,NEONATE WITH OTHER SIGNIFICANT PROBLEMS,Others,MED,1.4951,15,No,No,3.4,3.4
795,NORMAL NEWBORN,NORMAL NEWBORN,Others,MED,0.2024,15,No,No,3.1,3.1
796,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH MCC,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C,MCC,SURG,1.3130,14,No,No,4.5,3.6
797,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C,CC,SURG,0.9279,14,No,No,2.3,2.1
798,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITHOUT CC/MCC,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C,None,SURG,0.9279,14,No,No,2.3,2.1
799,SPLENECTOMY WITH MCC,SPLENECTOMY,MCC,SURG,5.2077,16,No,No,10.3,7.6
800,SPLENECTOMY WITH CC,SPLENECTOMY,CC,SURG,2.6585,16,No,No,5.7,4.4
801,SPLENECTOMY WITHOUT CC/MCC,SPLENECTOMY,None,SURG,1.7960,16,No,No,3.1,2.6
802,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH MCC,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS,MCC,SURG,3.8120,16,No,No,11.5,8.2
803,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH CC,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS,CC,SURG,2.0533,16,No,No,5.7,4.1
804,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITHOUT CC/MCC,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS,None,SURG,1.2618,16,No,No,2.3,1.8
805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C,MCC,MED,1.0056,14,No,No,3.7,2.8
806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C,CC,MED,0.6978,14,No,No,2.6,2.3
807,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT CC/MCC,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C,None,MED,0.6314,14,No,No,2.2,2.0
808,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITH MCC,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS,MCC,MED,2.1410,16,No,No,7.0,5.1
809,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITH CC,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS,CC,MED,1.2157,16,No,No,4.3,3.4
810,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITHOUT CC/MCC,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS,None,MED,0.9388,16,No,No,3.1,2.5
811,RED BLOOD CELL DISORDERS WITH MCC,RED BLOOD CELL DISORDERS,MCC,MED,1.3903,16,No,No,4.9,3.6
812,RED BLOOD CELL DISORDERS WITHOUT MCC,RED BLOOD CELL DISORDERS,NO MCC,MED,0.8980,16,No,No,3.5,2.7
813,COAGULATION DISORDERS,COAGULATION DISORDERS,Others,MED,1.5651,16,No,No,4.8,3.6
814,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH MCC,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS,MCC,MED,1.8791,16,No,No,6.6,4.6
815,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS,CC,MED,1.0311,16,No,No,3.9,3.0
816,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITHOUT CC/MCC,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS,None,MED,0.7290,16,No,No,2.7,2.2
817,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH MCC,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES,MCC,SURG,3.1298,14,No,No,6.8,3.7
818,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH CC,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES,CC,SURG,1.5901,14,No,No,4.8,3.6
819,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITHOUT CC/MCC,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES,None,SURG,0.8885,14,No,No,1.8,1.6
820,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH MCC,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES,MCC,SURG,5.3176,17,No,No,14.4,10.3
821,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH CC,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES,CC,SURG,2.1624,17,No,No,5.2,3.4
822,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES,None,SURG,1.2050,17,No,No,2.0,1.6
823,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH MCC,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES,MCC,SURG,4.3264,17,No,No,13.1,9.9
824,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH CC,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES,CC,SURG,2.2903,17,No,No,6.9,5.1
825,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITHOUT CC/MCC,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES,None,SURG,1.3166,17,No,No,3.1,2.3
826,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITH MCC,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES,MCC,SURG,5.1419,17,No,No,12.7,9.4
827,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITH CC,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES,CC,SURG,2.4347,17,No,No,5.6,4.3
828,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES,None,SURG,1.7391,17,No,No,3.3,2.6
829,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WITH CC/MCC,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES,Both,SURG,3.1647,17,No,No,8.6,5.9
830,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WITHOUT CC/MCC,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES,None,SURG,1.4705,17,No,No,2.8,2.2
831,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH MCC,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES,MCC,MED,1.1948,14,No,No,4.9,3.4
832,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES,CC,MED,0.7005,14,No,No,3.7,2.5
833,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES,None,MED,0.5040,14,No,No,2.5,1.9
834,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH MCC,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES,MCC,MED,5.5300,17,No,No,15.7,9.4
835,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH CC,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES,CC,MED,2.0971,17,No,No,6.6,4.3
836,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITHOUT CC/MCC,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES,None,MED,1.5688,17,No,No,4.4,2.8
837,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS OR WITH HIGH DOSE CHEMOTHERAPY AGENT WITH MCC,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS OR WITH HIGH DOSE CHEMOTHERAPY AGENT,MCC,MED,5.3822,17,No,No,16.6,11.2
838,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC OR HIGH DOSE CHEMOTHERAPY AGENT,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS,CC,MED,2.2241,17,No,No,6.8,5.3
839,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS,None,MED,1.3747,17,No,No,4.9,4.5
840,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,LYMPHOMA AND NON-ACUTE LEUKEMIA,MCC,MED,3.1070,17,Yes,No,9.4,6.6
841,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,LYMPHOMA AND NON-ACUTE LEUKEMIA,CC,MED,1.5948,17,Yes,No,5.3,4.0
842,LYMPHOMA AND NON-ACUTE LEUKEMIA WITHOUT CC/MCC,LYMPHOMA AND NON-ACUTE LEUKEMIA,None,MED,1.1037,17,Yes,No,3.4,2.6
843,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH MCC,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES,MCC,MED,1.9374,17,No,No,7.4,5.4
844,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH CC,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES,CC,MED,1.1406,17,No,No,4.6,3.5
845,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITHOUT CC/MCC,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES,None,MED,0.8455,17,No,No,3.2,2.5
846,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH MCC,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS,MCC,MED,2.4090,17,No,No,7.6,5.7
847,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS,CC,MED,1.2181,17,No,No,4.1,3.6
848,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS,None,MED,0.9291,17,No,No,3.1,2.7
849,RADIOTHERAPY,RADIOTHERAPY,Others,MED,2.3389,17,No,No,9.2,6.4
853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES,MCC,SURG,4.9010,18,Yes,No,12.6,9.6
854,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES,CC,SURG,2.0556,18,Yes,No,6.4,5.1
855,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITHOUT CC/MCC,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES,None,SURG,1.5277,18,Yes,No,4.2,3.2
856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH MCC,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES,MCC,SURG,4.4127,18,Yes,No,11.9,9.0
857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH CC,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES,CC,SURG,2.1090,18,Yes,No,6.6,5.3
858,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITHOUT CC/MCC,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES,None,SURG,1.4146,18,Yes,No,4.2,3.5
862,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITH MCC,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS,MCC,MED,1.8291,18,Yes,No,6.7,5.0
863,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITHOUT MCC,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS,NO MCC,MED,1.0059,18,Yes,No,4.2,3.4
864,FEVER AND INFLAMMATORY CONDITIONS,FEVER AND INFLAMMATORY CONDITIONS,Others,MED,0.8482,18,No,No,3.2,2.6
865,VIRAL ILLNESS WITH MCC,VIRAL ILLNESS,MCC,MED,1.6728,18,No,No,6.3,4.2
866,VIRAL ILLNESS WITHOUT MCC,VIRAL ILLNESS,NO MCC,MED,0.8997,18,No,No,3.7,2.8
867,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH MCC,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES,MCC,MED,2.1134,18,Yes,No,7.6,5.5
868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES,CC,MED,1.0557,18,Yes,No,4.4,3.5
869,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITHOUT CC/MCC,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES,None,MED,0.7408,18,Yes,No,3.0,2.5
870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,Others,MED,6.7909,18,Yes,No,15.5,13.2
871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS,MCC,MED,1.9572,18,Yes,No,6.6,5.0
872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS,NO MCC,MED,1.0280,18,Yes,No,4.2,3.5
876,O.R. PROCEDURES WITH PRINCIPAL DIAGNOSIS OF MENTAL ILLNESS,O.R. PROCEDURES WITH PRINCIPAL DIAGNOSIS OF MENTAL ILLNESS,Others,SURG,3.1963,19,No,No,12.1,6.2
880,ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION,ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION,Others,MED,0.9062,19,No,No,3.9,2.7
881,DEPRESSIVE NEUROSES,DEPRESSIVE NEUROSES,Others,MED,0.8555,19,No,No,5.6,3.9
882,NEUROSES EXCEPT DEPRESSIVE,NEUROSES EXCEPT DEPRESSIVE,Others,MED,0.8735,19,No,No,4.9,3.3
883,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,Others,MED,1.6145,19,No,No,9.4,5.2
884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,Others,MED,1.5700,19,Yes,No,8.0,4.7
885,PSYCHOSES,PSYCHOSES,Others,MED,1.2955,19,No,No,9.2,6.2
886,BEHAVIORAL AND DEVELOPMENTAL DISORDERS,BEHAVIORAL AND DEVELOPMENTAL DISORDERS,Others,MED,1.3650,19,No,No,9.7,4.6
887,OTHER MENTAL DISORDER DIAGNOSES,OTHER MENTAL DISORDER DIAGNOSES,Others,MED,1.2965,19,No,No,6.2,3.3
894,"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA","ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",Others,MED,0.5718,20,No,No,2.8,2.0
895,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITH REHABILITATION THERAPY","ALCOHOL, DRUG ABUSE OR DEPENDENCE WITH REHABILITATION THERAPY",Others,MED,1.5587,20,No,No,11.3,8.4
