HCPCS,DESCRIPTION,STATUS CODE,Outpatient RVU,Inpatient RVU,IN_OUT_RVU,GLOB_DAYS
A6258,Transparent film >16<=48 in,P,0,0,0,XXX
A6259,Transparent film > 48 sq in,P,0,0,0,XXX
A6260,Wound cleanser any type/size,P,0,0,0,XXX
A6261,Wound filler gel/paste /oz,P,0,0,0,XXX
A6262,Wound filler dry form / gram,P,0,0,0,XXX
A6266,Impreg gauze no h20/sal/yard,P,0,0,0,XXX
A6402,Sterile gauze <= 16 sq in,P,0,0,0,XXX
A6403,Sterile gauze>16 <= 48 sq in,P,0,0,0,XXX
A6404,Sterile gauze > 48 sq in,P,0,0,0,XXX
A6407,"Packing strips, non-impreg",X,0,0,0,XXX
A6410,Sterile eye pad,X,0,0,0,XXX
A6411,Non-sterile eye pad,X,0,0,0,XXX
A6412,Occlusive eye patch,X,0,0,0,XXX
A6413,"Adhesive bandage, first-aid",N,0,0,0,XXX
A6441,"Pad band w>=3"" <5""/yd",X,0,0,0,XXX
A6442,"Conform band n/s w<3""/yd",X,0,0,0,XXX
A6443,"Conform band n/s w>=3""<5""/yd",X,0,0,0,XXX
A6444,"Conform band n/s w>=5""/yd",X,0,0,0,XXX
A6445,"Conform band s w <3""/yd",X,0,0,0,XXX
A6446,"Conform band s w>=3"" <5""/yd",X,0,0,0,XXX
A6447,"Conform band s w >=5""/yd",X,0,0,0,XXX
A6448,"Lt compres band <3""/yd",X,0,0,0,XXX
A6449,"Lt compres band >=3"" <5""/yd",X,0,0,0,XXX
A6450,"Lt compres band >=5""/yd",X,0,0,0,XXX
A6451,"Mod compres band w>=3""<5""/yd",X,0,0,0,XXX
A6452,"High compres band w>=3""<5""yd",X,0,0,0,XXX
A6453,"Self-adher band w <3""/yd",X,0,0,0,XXX
A6454,"Self-adher band w>=3"" <5""/yd",X,0,0,0,XXX
A6455,"Self-adher band >=5""/yd",X,0,0,0,XXX
A6456,"Zinc paste band w >=3""<5""/yd",X,0,0,0,XXX
A6457,Tubular dressing,X,0,0,0,XXX
A6460,Synthetic drsg <= 16 sq in,X,0,0,0,XXX
A6461,Synthetic drsg >16<=48 sq in,X,0,0,0,XXX
A6501,Compres burngarment bodysuit,X,0,0,0,XXX
A6502,Compres burngarment chinstrp,X,0,0,0,XXX
A6503,Compres burngarment facehood,X,0,0,0,XXX
A6504,Cmprsburngarment glove-wrist,X,0,0,0,XXX
A6505,Cmprsburngarment glove-elbow,X,0,0,0,XXX
A6506,Cmprsburngrmnt glove-axilla,X,0,0,0,XXX
A6507,Cmprs burngarment foot-knee,X,0,0,0,XXX
A6508,Cmprs burngarment foot-thigh,X,0,0,0,XXX
A6509,Compres burn garment jacket,X,0,0,0,XXX
A6510,Compres burn garment leotard,X,0,0,0,XXX
A6511,Compres burn garment panty,X,0,0,0,XXX
A6512,"Compres burn garment, noc",X,0,0,0,XXX
A6513,Compress burn mask face/neck,X,0,0,0,XXX
A6520,G com garmnt glove nghttime,X,0,0,0,XXX
A6521,G com garmnt glove nght cust,X,0,0,0,XXX
A6522,G com garment arm nighttime,X,0,0,0,XXX
A6523,G com garment arm nght custm,X,0,0,0,XXX
A6524,G com garmnt lwr leg/ft nght,X,0,0,0,XXX
A6525,G com garm lwrleg/ft ngt cus,X,0,0,0,XXX
A6526,G com garmt full leg/ft nght,X,0,0,0,XXX
A6527,G garmt full leg/ft nght cus,X,0,0,0,XXX
A6528,G com garment bra nighttime,X,0,0,0,XXX
A6529,G com garmt bra night custm,X,0,0,0,XXX
A6530,Compression stocking bk18-30,X,0,0,0,XXX
A6531,Compress stking bk30-40 surg,X,0,0,0,XXX
A6532,Compress stking bk40-50 surg,X,0,0,0,XXX
A6533,Gc stocking thighlngth 18-30,X,0,0,0,XXX
A6534,Gc stocking thighlngth 30-40,X,0,0,0,XXX
A6535,Gc stocking thighlngth 40+,X,0,0,0,XXX
A6536,Gc stocking full lngth 18-30,X,0,0,0,XXX
A6537,Gc stocking full lngth 30-40,X,0,0,0,XXX
A6538,Gc stocking full lngth 40+,X,0,0,0,XXX
A6539,Gc stocking waistlngth 18-30,X,0,0,0,XXX
A6540,Gc stocking waistlngth 30-40,X,0,0,0,XXX
A6541,Gc stocking waistlngth 40+,X,0,0,0,XXX
A6544,Gc stocking garter belt,N,0,0,0,XXX
A6545,Grad com non-elastic bk surg,X,0,0,0,XXX
A6549,G compression garment,X,0,0,0,XXX
A6550,Neg pres wound ther drsg set,X,0,0,0,XXX
A6552,Grad com stocking bk 30-40,X,0,0,0,XXX
A6553,G com stcking bk 30-40 custm,X,0,0,0,XXX
A6554,Grad com stocking bk 40+,X,0,0,0,XXX
A6555,G com stcking bk 40+ custm,X,0,0,0,XXX
A6556,G com stcking thgh18-30 cust,X,0,0,0,XXX
A6557,G com stcking thgh30-40 cust,X,0,0,0,XXX
A6558,G com stcking thgh 40+ cust,X,0,0,0,XXX
A6559,G stckng full/chap18-30 cust,X,0,0,0,XXX
A6560,G stckng full/chap30-40 cust,X,0,0,0,XXX
A6561,G stockng full/chap 40+ cust,X,0,0,0,XXX
A6562,G com stckng waist18-30 cust,X,0,0,0,XXX
A6563,G com stckng waist30-40 cust,X,0,0,0,XXX
A6564,G com stckng waist 40+ cust,X,0,0,0,XXX
A6565,Grad comp gauntlet custom,X,0,0,0,XXX
A6566,Grad com garment neck/head,X,0,0,0,XXX
A6567,G com garment neck/head cust,X,0,0,0,XXX
A6568,G com garment torso/shldr,X,0,0,0,XXX
A6569,G com garmnt torso/shdr cust,X,0,0,0,XXX
A6570,Grad com garment genital,X,0,0,0,XXX
A6571,G com garment genital custm,X,0,0,0,XXX
A6572,Grad com garment toe caps,X,0,0,0,XXX
A6573,Grad com garmnt toe cap cust,X,0,0,0,XXX
A6574,Custom gradient sleev/glov,X,0,0,0,XXX
A6575,Gradient comp sleev/glov,X,0,0,0,XXX
A6576,Custom grad com sleeve med,X,0,0,0,XXX
A6577,Custom grad cm sleeve heavy,X,0,0,0,XXX
A6578,Gradient comp sleeve,X,0,0,0,XXX
A6579,Custom grad com glove med,X,0,0,0,XXX
A6580,Custom grad com glove heavy,X,0,0,0,XXX
A6581,Gradient comp glove,X,0,0,0,XXX
A6582,Gradient comp gauntlet,X,0,0,0,XXX
A6583,Grad com wrap w straps bk,X,0,0,0,XXX
A6584,Grad com wrap w straps,X,0,0,0,XXX
A6585,Grad com wrap w straps ak,X,0,0,0,XXX
A6586,Grad com wrap w straps leg,X,0,0,0,XXX
A6587,Grad com wrap w straps foot,X,0,0,0,XXX
A6588,Grad com wrap w straps arm,X,0,0,0,XXX
A6589,Grad com wrap w straps bra,X,0,0,0,XXX
A6590,Urinary cath disp suc pump,X,0,0,0,XXX
A6591,Urinary cath suc pump,X,0,0,0,XXX
A6593,Grad com accessory gmt_wrap,X,0,0,0,XXX
A6594,G comp bandge liner lwr extr,X,0,0,0,XXX
A6595,G comp bandge liner upr extr,X,0,0,0,XXX
A6596,G comp bandge conform gauze,X,0,0,0,XXX
A6597,G comp bandage long stretch,X,0,0,0,XXX
A6598,G comp bandage med stretch,X,0,0,0,XXX
A6599,G comp bandage short stretch,X,0,0,0,XXX
A6600,G com bandge hgh dn foam sht,X,0,0,0,XXX
A6601,G com bandge hgh dn foam pad,X,0,0,0,XXX
A6602,G com bandge hgh dn foamroll,X,0,0,0,XXX
A6603,G com bandge low dn foamchnl,X,0,0,0,XXX
A6604,G com bandge low dn foam flt,X,0,0,0,XXX
A6605,G com bandage padded foam,X,0,0,0,XXX
A6606,G com bandage padded textile,X,0,0,0,XXX
A6607,G com bandage tub protct lyr,X,0,0,0,XXX
A6608,G com bandage tub protct pad,X,0,0,0,XXX
A6609,G compression bandaging,X,0,0,0,XXX
A6610,G com stcking bk 18-30 custm,X,0,0,0,XXX
A7000,Disposable canister for pump,X,0,0,0,XXX
A7001,Nondisposable pump canister,X,0,0,0,XXX
A7002,Tubing used w suction pump,X,0,0,0,XXX
A7003,Nebulizer administration set,X,0,0,0,XXX
A7004,Disposable nebulizer sml vol,X,0,0,0,XXX
A7005,Nondisposable nebulizer set,X,0,0,0,XXX
A7006,Filtered nebulizer admin set,X,0,0,0,XXX
A7007,Lg vol nebulizer disposable,X,0,0,0,XXX
A7008,Disposable nebulizer prefill,X,0,0,0,XXX
A7009,Nebulizer reservoir bottle,X,0,0,0,XXX
A7010,Disposable corrugated tubing,X,0,0,0,XXX
A7012,Nebulizer water collec devic,X,0,0,0,XXX
A7013,Disposable compressor filter,X,0,0,0,XXX
A7014,Compressor nondispos filter,X,0,0,0,XXX
A7015,Aerosol mask used w nebulize,X,0,0,0,XXX
A7016,Nebulizer dome & mouthpiece,X,0,0,0,XXX
A7017,Nebulizer not used w oxygen,X,0,0,0,XXX
A7018,Water distilled w/nebulizer,X,0,0,0,XXX
A7020,"Interface, cough stim device",X,0,0,0,XXX
A7023,Mech allergen parti barrier,N,0,0,0,XXX
A7025,Replace chest compress vest,X,0,0,0,XXX
A7026,Replace chst cmprss sys hose,X,0,0,0,XXX
A7027,Combination oral/nasal mask,X,0,0,0,XXX
A7028,Repl oral cushion combo mask,X,0,0,0,XXX
A7029,Repl nasal pillow comb mask,X,0,0,0,XXX
A7030,Cpap full face mask,X,0,0,0,XXX
A7031,Replacement facemask interfa,X,0,0,0,XXX
A7032,Replacement nasal cushion,X,0,0,0,XXX
A7033,Replacement nasal pillows,X,0,0,0,XXX
A7034,Nasal application device,X,0,0,0,XXX
A7035,Pos airway press headgear,X,0,0,0,XXX
A7036,Pos airway press chinstrap,X,0,0,0,XXX
A7037,Pos airway pressure tubing,X,0,0,0,XXX
A7038,Pos airway pressure filter,X,0,0,0,XXX
A7039,"Filter, non disposable w pap",X,0,0,0,XXX
A7040,One way chest drain valve,X,0,0,0,XXX
A7041,Water seal drain container,X,0,0,0,XXX
A7044,Pap oral interface,X,0,0,0,XXX
A7045,Repl exhalation port for pap,X,0,0,0,XXX
A7046,"Repl water chamber, pap dev",X,0,0,0,XXX
A7047,Resp suction oral interface,X,0,0,0,XXX
A7048,Vacuum drain bottle/tube kit,X,0,0,0,XXX
A7049,Epap nasal valve,N,0,0,0,XXX
A7501,Tracheostoma valve w diaphra,X,0,0,0,XXX
A7502,Replacement diaphragm/fplate,X,0,0,0,XXX
A7503,Hmes filter holder or cap,X,0,0,0,XXX
A7504,Tracheostoma hmes filter,X,0,0,0,XXX
A7505,Hmes or trach valve housing,X,0,0,0,XXX
A7506,Hmes/trachvalve adhesivedisk,X,0,0,0,XXX
A7507,Integrated filter & holder,X,0,0,0,XXX
A7508,Housing & integrated adhesiv,X,0,0,0,XXX
A7509,Heat & moisture exchange sys,X,0,0,0,XXX
A7520,Trach/laryn tube non-cuffed,X,0,0,0,XXX
A7521,Trach/laryn tube cuffed,X,0,0,0,XXX
A7522,Trach/laryn tube stainless,X,0,0,0,XXX
A7523,Tracheostomy shower protect,X,0,0,0,XXX
A7524,Tracheostoma stent/stud/bttn,X,0,0,0,XXX
A7525,Tracheostomy mask,X,0,0,0,XXX
A7526,Tracheostomy tube collar,X,0,0,0,XXX
A7527,Trach/laryn tube plug/stop,X,0,0,0,XXX
A8000,Soft protect helmet prefab,X,0,0,0,XXX
A8001,Hard protect helmet prefab,X,0,0,0,XXX
A8002,Soft protect helmet custom,X,0,0,0,XXX
A8003,Hard protect helmet custom,X,0,0,0,XXX
A8004,"Repl soft interface, helmet",X,0,0,0,XXX
A9150,Misc/exper non-prescript dru,E,0,0,0,XXX
A9152,Single vitamin nos,I,0,0,0,XXX
A9153,Multi-vitamin nos,I,0,0,0,XXX
A9155,Artificial saliva,X,0,0,0,XXX
A9156,Oral mucoadhesive per 1 ml,X,0,0,0,XXX
A9180,"Lice treatment, topical",I,0,0,0,XXX
A9268,Programmer orally ingest cap,N,0,0,0,XXX
A9269,Programable ingest capsule,N,0,0,0,XXX
A9270,Non-covered item or service,N,0,0,0,XXX
A9272,"Disp wound suct, drsg/access",X,0,0,0,XXX
A9273,Hot/cold botle/cap/col/wrap,N,0,0,0,XXX
A9274,Ext amb insulin delivery sys,I,0,0,0,XXX
A9275,Disp home glucose monitor,N,0,0,0,XXX
A9276,"Disposable sensor, cgm sys",N,0,0,0,XXX
A9277,"External transmitter, cgm",N,0,0,0,XXX
A9278,"External receiver, cgm sys",N,0,0,0,XXX
A9279,Monitoring feature/devicenoc,I,0,0,0,XXX
A9280,"Alert device, noc",N,0,0,0,XXX
A9281,Reaching/grabbing device,N,0,0,0,XXX
A9282,Wig any type,N,0,0,0,XXX
A9283,Foot press off load supp dev,N,0,0,0,XXX
A9284,Non-electronic spirometer,X,0,0,0,XXX
A9285,Inversion eversion cor devic,X,0,0,0,XXX
A9286,"Any hygienic item, device",N,0,0,0,XXX
A9291,Pres dig cog behav thera fda,X,0,0,0,XXX
A9292,Pres dig visual therapy fda,X,0,0,0,XXX
A9300,Exercise equipment,N,0,0,0,XXX
A9500,Tc99m sestamibi,C,0,0,0,XXX
A9501,Technetium tc-99m teboroxime,C,0,0,0,XXX
A9502,Tc99m tetrofosmin,C,0,0,0,XXX
A9503,Tc99m medronate,C,0,0,0,XXX
A9504,Tc99m apcitide,C,0,0,0,XXX
A9505,Tl201 thallium,C,0,0,0,XXX
A9507,In111 capromab,C,0,0,0,XXX
A9508,"I131 iodobenguate, dx",C,0,0,0,XXX
A9509,Iodine i-123 sod iodide mil,C,0,0,0,XXX
A9510,Tc99m disofenin,C,0,0,0,XXX
A9512,Tc99m pertechnetate,C,0,0,0,XXX
A9513,Lutetium lu 177 dotatat ther,X,0,0,0,XXX
A9515,Choline c-11,X,0,0,0,XXX
A9516,Iodine i-123 sod iodide mic,C,0,0,0,XXX
A9517,"I131 iodide cap, rx",C,0,0,0,XXX
A9520,Tc99 tilmanocept diag 0.5mci,X,0,0,0,XXX
A9521,Tc99m exametazime,C,0,0,0,XXX
A9524,"I131 serum albumin, dx",C,0,0,0,XXX
A9526,Nitrogen n-13 ammonia,C,0,0,0,XXX
A9527,Iodine i-125 sodium iodide,C,0,0,0,XXX
A9528,"Iodine i-131 iodide cap, dx",C,0,0,0,XXX
A9529,"I131 iodide sol, dx",C,0,0,0,XXX
A9530,"I131 iodide sol, rx",C,0,0,0,XXX
A9531,I131 max 100uci,C,0,0,0,XXX
A9532,"I125 serum albumin, dx",C,0,0,0,XXX
A9536,Tc99m depreotide,C,0,0,0,XXX
A9537,Tc99m mebrofenin,C,0,0,0,XXX
A9538,Tc99m pyrophosphate,C,0,0,0,XXX
A9539,Tc99m pentetate,C,0,0,0,XXX
A9540,Tc99m maa,C,0,0,0,XXX
A9541,Tc99m sulfur colloid,C,0,0,0,XXX
A9542,"In111 ibritumomab, dx",C,0,0,0,XXX
A9543,"Y90 ibritumomab, rx",C,0,0,0,XXX
A9546,Co57/58,C,0,0,0,XXX
A9547,In111 oxyquinoline,C,0,0,0,XXX
A9548,In111 pentetate,C,0,0,0,XXX
A9550,Tc99m gluceptate,C,0,0,0,XXX
A9551,Tc99m succimer,C,0,0,0,XXX
A9552,F18 fdg,C,0,0,0,XXX
A9553,Cr51 chromate,C,0,0,0,XXX
A9554,"I125 iothalamate, dx",C,0,0,0,XXX
A9555,Rb82 rubidium,C,0,0,0,XXX
A9556,Ga67 gallium,C,0,0,0,XXX
A9557,Tc99m bicisate,C,0,0,0,XXX
A9558,Xe133 xenon 10mci,C,0,0,0,XXX
A9559,Co57 cyano,C,0,0,0,XXX
A9560,Tc99m labeled rbc,C,0,0,0,XXX
A9561,Tc99m oxidronate,C,0,0,0,XXX
A9562,Tc99m mertiatide,C,0,0,0,XXX
A9563,P32 na phosphate,C,0,0,0,XXX
A9564,P32 chromic phosphate,C,0,0,0,XXX
A9566,Tc99m fanolesomab,C,0,0,0,XXX
A9567,Technetium tc-99m aerosol,C,0,0,0,XXX
A9568,Technetium tc99m arcitumomab,C,0,0,0,XXX
A9569,Technetium tc-99m auto wbc,C,0,0,0,XXX
A9570,Indium in-111 auto wbc,C,0,0,0,XXX
A9571,Indium in-111 auto platelet,C,0,0,0,XXX
A9572,Indium in-111 pentetreotide,C,0,0,0,XXX
A9573,"Inj, gadopiclenol, 1 ml",X,0,0,0,XXX
A9575,Inj gadoterate meglumi 0.1ml,X,0,0,0,XXX
A9576,Inj prohance multipack,X,0,0,0,XXX
A9577,Inj multihance,X,0,0,0,XXX
A9578,Inj multihance multipack,X,0,0,0,XXX
A9579,"Gad-base mr contrast nos,1ml",X,0,0,0,XXX
A9580,Sodium fluoride f-18,C,0,0,0,XXX
A9581,Gadoxetate disodium inj,X,0,0,0,XXX
A9582,Iodine i-123 iobenguane,X,0,0,0,XXX
A9583,Gadofosveset trisodium inj,X,0,0,0,XXX
A9584,Iodine i-123 ioflupane,X,0,0,0,XXX
A9585,Gadobutrol injection,X,0,0,0,XXX
A9586,Florbetapir f18,C,0,0,0,YYY
A9587,Gallium ga-68,X,0,0,0,XXX
A9588,Fluciclovine f-18,X,0,0,0,XXX
A9589,Insti hexaminolevulinate hcl,X,0,0,0,XXX
A9590,Iodine i-131 iobenguane 1mci,X,0,0,0,XXX
A9591,Fluoroestradiol f 18,X,0,0,0,XXX
A9592,Copper cu 64 dotatate diag,X,0,0,0,XXX
A9593,Gallium ga-68 psma-11 ucsf,X,0,0,0,XXX
A9594,"Gallium ga-68 psma-11, ucla",X,0,0,0,XXX
A9595,"Piflu f-18, dia 1 millicurie",X,0,0,0,XXX
A9596,Gallium illuccix 1 millicure,X,0,0,0,XXX
A9597,"Pet, dx, for tumor id, noc",X,0,0,0,XXX
A9598,"Pet dx for non-tumor id, noc",X,0,0,0,XXX
A9600,Sr89 strontium,C,0,0,0,XXX
A9601,Flortaucipir inj 1 millicuri,X,0,0,0,XXX
A9602,Fluorodopa f-18 diag per mci,X,0,0,0,XXX
A9603,"Inj, pafolacianine, 0.1 mg",X,0,0,0,XXX
A9604,Sm 153 lexidronam,X,0,0,0,XXX
A9606,Radium ra223 dichloride ther,X,0,0,0,XXX
A9607,Lutetium lu 177 vipivotide,X,0,0,0,XXX
A9608,Flotufolastat f18 diag 1 mci,X,0,0,0,XXX
A9609,"F18 fdg, 15 millicuries",X,0,0,0,XXX
A9697,"Inj, magtrace per study dose",X,0,0,0,XXX
A9698,Non-rad contrast materialnoc,X,0,0,0,XXX
A9699,Radiopharm rx agent noc,C,0,0,0,XXX
A9700,Echocardiography contrast,E,0,0,0,XXX
A9800,Gallium locametz 1 millicuri,X,0,0,0,XXX
A9900,Supply/accessory/service,X,0,0,0,XXX
A9901,Delivery/set up/dispensing,X,0,0,0,XXX
A9999,"Dme supply or accessory, nos",X,0,0,0,XXX
D0120,Periodic oral evaluation,R,0,0,0,XXX
D0140,Limit oral eval problm focus,R,0,0,0,XXX
D0145,"Oral evaluation, pt < 3yrs",R,0,0,0,XXX
D0150,Comprehensve oral evaluation,R,0,0,0,XXX
D0160,Extensv oral eval prob focus,R,0,0,0,XXX
D0170,"Re-eval,est pt,problem focus",R,0,0,0,XXX
D0171,Re-eval post-op visit,R,0,0,0,XXX
D0180,Comp periodontal evaluation,R,0,0,0,XXX
D0190,Screening of a patient,R,0,0,0,XXX
D0191,Assessment of a patient,R,0,0,0,XXX
D0210,Intraor comprehensive series,R,0,0,0,XXX
D0210,Intraor comprehensive series,R,0,0,0,XXX
D0210,Intraor comprehensive series,R,0,0,0,XXX
D0220,Intraoral periapical first,R,0,0,0,XXX
D0220,Intraoral periapical first,R,0,0,0,XXX
D0220,Intraoral periapical first,R,0,0,0,XXX
D0230,Intraoral periapical ea add,R,0,0,0,XXX
D0230,Intraoral periapical ea add,R,0,0,0,XXX
D0230,Intraoral periapical ea add,R,0,0,0,XXX
D0240,Intraoral occlusal film,R,0,0,0,XXX
D0240,Intraoral occlusal film,R,0,0,0,XXX
D0240,Intraoral occlusal film,R,0,0,0,XXX
D0250,Extraoral 2d project image,R,0,0,0,XXX
D0250,Extraoral 2d project image,R,0,0,0,XXX
D0250,Extraoral 2d project image,R,0,0,0,XXX
D0251,Extraoral posterior image,R,0,0,0,XXX
D0251,Extraoral posterior image,R,0,0,0,XXX
D0251,Extraoral posterior image,R,0,0,0,XXX
D0270,Dental bitewing single image,R,0,0,0,XXX
D0270,Dental bitewing single image,R,0,0,0,XXX
D0270,Dental bitewing single image,R,0,0,0,XXX
D0272,Dental bitewings two images,R,0,0,0,XXX
D0272,Dental bitewings two images,R,0,0,0,XXX
D0272,Dental bitewings two images,R,0,0,0,XXX
D0273,Bitewings - three images,R,0,0,0,XXX
D0273,Bitewings - three images,R,0,0,0,XXX
D0273,Bitewings - three images,R,0,0,0,XXX
D0274,Bitewings four images,R,0,0,0,XXX
D0274,Bitewings four images,R,0,0,0,XXX
D0274,Bitewings four images,R,0,0,0,XXX
D0277,Vert bitewings 7 to 8 images,R,0,0,0,XXX
D0277,Vert bitewings 7 to 8 images,R,0,0,0,XXX
D0277,Vert bitewings 7 to 8 images,R,0,0,0,XXX
D0310,Dental saliography,R,0,0,0,XXX
D0310,Dental saliography,R,0,0,0,XXX
D0310,Dental saliography,R,0,0,0,XXX
D0320,Dental tmj arthrogram incl i,R,0,0,0,XXX
D0320,Dental tmj arthrogram incl i,R,0,0,0,XXX
D0320,Dental tmj arthrogram incl i,R,0,0,0,XXX
D0321,Other tmj images by report,R,0,0,0,XXX
D0321,Other tmj images by report,R,0,0,0,XXX
D0321,Other tmj images by report,R,0,0,0,XXX
D0322,Dental tomographic survey,R,0,0,0,XXX
D0322,Dental tomographic survey,R,0,0,0,XXX
D0322,Dental tomographic survey,R,0,0,0,XXX
D0330,Panoramic image,R,0,0,0,XXX
D0330,Panoramic image,R,0,0,0,XXX
D0330,Panoramic image,R,0,0,0,XXX
D0340,2d cephalometric image,R,0,0,0,XXX
D0340,2d cephalometric image,R,0,0,0,XXX
D0340,2d cephalometric image,R,0,0,0,XXX
D0350,Oral/facial photo images,R,0,0,0,XXX
D0350,Oral/facial photo images,R,0,0,0,XXX
D0350,Oral/facial photo images,R,0,0,0,XXX
D0364,Cone beam ct capt & interp,R,0,0,0,XXX
D0364,Cone beam ct capt & interp,R,0,0,0,XXX
D0364,Cone beam ct capt & interp,R,0,0,0,XXX
D0365,Cone beam ct interprete man,R,0,0,0,XXX
D0365,Cone beam ct interprete man,R,0,0,0,XXX
D0365,Cone beam ct interprete man,R,0,0,0,XXX
D0366,Cone beam ct interprete max,R,0,0,0,XXX
D0366,Cone beam ct interprete max,R,0,0,0,XXX
D0366,Cone beam ct interprete max,R,0,0,0,XXX
D0367,Cone beam ct interp both jaw,R,0,0,0,XXX
D0367,Cone beam ct interp both jaw,R,0,0,0,XXX
D0367,Cone beam ct interp both jaw,R,0,0,0,XXX
D0368,Cone beam ct interprete tmj,R,0,0,0,XXX
D0368,Cone beam ct interprete tmj,R,0,0,0,XXX
D0368,Cone beam ct interprete tmj,R,0,0,0,XXX
D0369,Max mri capture & interprete,R,0,0,0,XXX
D0369,Max mri capture & interprete,R,0,0,0,XXX
D0369,Max mri capture & interprete,R,0,0,0,XXX
D0370,Max ultrasound capt & interp,R,0,0,0,XXX
D0370,Max ultrasound capt & interp,R,0,0,0,XXX
D0370,Max ultrasound capt & interp,R,0,0,0,XXX
D0371,Sialoendoscopy capt & interp,R,0,0,0,XXX
D0371,Sialoendoscopy capt & interp,R,0,0,0,XXX
D0371,Sialoendoscopy capt & interp,R,0,0,0,XXX
D0372,Tomo comp series images,R,0,0,0,XXX
D0372,Tomo comp series images,R,0,0,0,XXX
D0372,Tomo comp series images,R,0,0,0,XXX
D0373,Tomo bitewing image,R,0,0,0,XXX
D0373,Tomo bitewing image,R,0,0,0,XXX
D0373,Tomo bitewing image,R,0,0,0,XXX
D0374,Tomo periapical image,R,0,0,0,XXX
D0374,Tomo periapical image,R,0,0,0,XXX
D0374,Tomo periapical image,R,0,0,0,XXX
D0380,Cone beam ct capture limited,R,0,0,0,XXX
D0380,Cone beam ct capture limited,R,0,0,0,XXX
D0380,Cone beam ct capture limited,R,0,0,0,XXX
D0381,Cone beam ct capt mandible,R,0,0,0,XXX
D0381,Cone beam ct capt mandible,R,0,0,0,XXX
D0381,Cone beam ct capt mandible,R,0,0,0,XXX
D0382,Cone beam ct capt maxilla,R,0,0,0,XXX
D0382,Cone beam ct capt maxilla,R,0,0,0,XXX
D0382,Cone beam ct capt maxilla,R,0,0,0,XXX
D0383,Cone beam ct both jaws,R,0,0,0,XXX
D0383,Cone beam ct both jaws,R,0,0,0,XXX
D0383,Cone beam ct both jaws,R,0,0,0,XXX
D0384,Cone beam ct capture tmj,R,0,0,0,XXX
D0384,Cone beam ct capture tmj,R,0,0,0,XXX
D0384,Cone beam ct capture tmj,R,0,0,0,XXX
D0385,Max mri image capture,R,0,0,0,XXX
D0385,Max mri image capture,R,0,0,0,XXX
D0385,Max mri image capture,R,0,0,0,XXX
D0386,Max ultrasound image capture,R,0,0,0,XXX
D0386,Max ultrasound image capture,R,0,0,0,XXX
D0386,Max ultrasound image capture,R,0,0,0,XXX
D0387,Comp image capture only,R,0,0,0,XXX
D0387,Comp image capture only,R,0,0,0,XXX
D0387,Comp image capture only,R,0,0,0,XXX
D0388,Bitewing image capture only,R,0,0,0,XXX
D0388,Bitewing image capture only,R,0,0,0,XXX
D0388,Bitewing image capture only,R,0,0,0,XXX
D0389,Periopic image capture only,R,0,0,0,XXX
D0389,Periopic image capture only,R,0,0,0,XXX
D0389,Periopic image capture only,R,0,0,0,XXX
D0391,Imterprete diagnostic image,R,0,0,0,XXX
D0391,Imterprete diagnostic image,R,0,0,0,XXX
D0391,Imterprete diagnostic image,R,0,0,0,XXX
D0393,Trtmnt simulation 3d image,R,0,0,0,XXX
D0393,Trtmnt simulation 3d image,R,0,0,0,XXX
D0393,Trtmnt simulation 3d image,R,0,0,0,XXX
D0394,Digital sub 2 or more images,R,0,0,0,XXX
D0394,Digital sub 2 or more images,R,0,0,0,XXX
D0394,Digital sub 2 or more images,R,0,0,0,XXX
D0395,Fusion 2 or more 3d images,R,0,0,0,XXX
D0395,Fusion 2 or more 3d images,R,0,0,0,XXX
D0395,Fusion 2 or more 3d images,R,0,0,0,XXX
D0396,3d print of 3d surface scan,I,0,0,0,XXX
D0411,Hba1c in office testing,R,0,0,0,XXX
D0412,Blood glucose level test,R,0,0,0,XXX
D0414,Lab process microbial spec,R,0,0,0,XXX
D0415,Collection of microorganisms,R,0,0,0,XXX
D0416,Viral culture,R,0,0,0,XXX
D0417,Collect & prep saliva sample,R,0,0,0,XXX
D0418,Analysis of saliva sample,R,0,0,0,XXX
D0419,Assess of salivary flow,R,0,0,0,XXX
D0422,Collect & prep genetic samp,R,0,0,0,XXX
D0423,Genetic test spec analysis,R,0,0,0,XXX
D0425,Caries susceptibility test,R,0,0,0,XXX
D0431,Diag tst detect mucos abnorm,R,0,0,0,XXX
D0460,Pulp vitality test,R,0,0,0,XXX
D0470,Diagnostic casts,R,0,0,0,XXX
D0472,"Gross exam, prep & report",R,0,0,0,XXX
D0473,"Micro exam, prep & report",R,0,0,0,XXX
D0474,Micro w exam of surg margins,R,0,0,0,XXX
D0475,Decalcification procedure,R,0,0,0,XXX
D0475,Decalcification procedure,R,0,0,0,XXX
D0475,Decalcification procedure,R,0,0,0,XXX
D0476,Spec stains for microorganis,R,0,0,0,XXX
D0477,Spec stains not for microorg,R,0,0,0,XXX
D0478,Immunohistochemical stains,R,0,0,0,XXX
D0478,Immunohistochemical stains,R,0,0,0,XXX
D0478,Immunohistochemical stains,R,0,0,0,XXX
D0479,Tissue in-situ hybridization,R,0,0,0,XXX
D0480,Cytopath smear prep & report,R,0,0,0,XXX
D0480,Cytopath smear prep & report,R,0,0,0,XXX
D0480,Cytopath smear prep & report,R,0,0,0,XXX
D0481,Electron microscopy,R,0,0,0,XXX
